Plataforma,Año_de_Lanzamiento,Género,Editor,Ventas_NA,Ventas_EU,Ventas_JP,Otras_Ventas,Ventas_Globales,Puntuación_Crítica,Número_Críticas,Puntuación_Usuarios,Número_Usuarios,Desarrolladora,Clasificación_ESRB
PS4,2014,Action,Ubisoft,1.4,1.9,0.11,0.64,4.05,80.0,80.0,6.3,2996,Ubisoft Montreal,M (17 años)
PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,25.0,8.5,117,Namco,T (13 años)
PS4,2014,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04,85.0,83.0,7.7,1653,Ubisoft Montreal,M (17 años)
X360,2009,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89.0,76.0,8.6,681,Valve Software,M (17 años)
PS4,2015,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,92.0,79.0,9.2,10179,CD Projekt Red Studio,M (17 años)
PS4,2014,Action,Ubisoft,1.19,2.07,0.08,0.62,3.96,70.0,40.0,4.9,2050,"Ubisoft, Ubisoft Montreal",M (17 años)
PS4,2015,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,87.0,89.0,7.6,2679,Rocksteady Studios,M (17 años)
Wii,2011,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,93.0,81.0,8.0,1958,Nintendo,E10+ (10 años)
PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,90.0,57.0,8.0,910,Bethesda Game Studios,M (17 años)
DS,2007,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,84.0,65.0,8.8,72,Level 5,E10+ (10 años)
Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81.0,27.0,8.7,39,EA Canada,E (6 años)
PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.7,121,Neversoft Entertainment,T (13 años)
3DS,2014,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,86.0,80.0,8.7,348,Capcom,T (13 años)
PC,2011,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,0.6,3.88,94.0,32.0,8.1,9073,Bethesda Game Studios,M (17 años)
PS4,2015,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,87.0,51.0,6.7,364,Visual Concepts,E10+ (10 años)
PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,62.0,8.6,229,Namco,T (13 años)
PS3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84.0,9.0,7.4,220,Evolution Studios,T (13 años)
PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91.0,26.0,9.1,38,KCET,E (6 años)
PS3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,76.0,64.0,7.9,104,"SCEA, Zindagi Games",E10+ (10 años)
PS4,2013,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78.0,49.0,3.7,1564,Infinity Ward,M (17 años)
DS,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59.0,22.0,4.0,4,"Nintendo, Namco Bandai Games",E (6 años)
PS4,2016,Shooter,Ubisoft,1.35,1.7,0.15,0.6,3.8,80.0,64.0,7.0,2219,Massive Entertainment,M (17 años)
Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,33.0,6.9,39,Nintendo,E (6 años)
X360,2008,Action,Activision,2.4,1.01,0.0,0.36,3.76,77.0,60.0,7.5,66,Traveller's Tales,E10+ (10 años)
PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,21.0,8.0,29,Maxis,T (13 años)
PS,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64.0,11.0,7.5,41,Argonaut Games,E (6 años)
Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85.0,56.0,7.9,417,Intelligent Systems,E (6 años)
PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,15.0,8.8,207,Insomniac Games,E (6 años)
PS3,2013,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,88.0,36.0,8.1,840,Ubisoft,M (17 años)
PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81.0,27.0,7.6,56,EA Canada,E (6 años)
PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94.0,27.0,8.5,128,Neversoft Entertainment,T (13 años)
DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67.0,15.0,7.3,13,TOSE,E (6 años)
PSP,2005,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,74.0,34.0,8.4,31,Rockstar Leeds,E10+ (10 años)
PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.0,42.0,7.9,82,Zipper Interactive,M (17 años)
PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.0,35.0,8.7,312,Naughty Dog,E (6 años)
PS2,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,82.0,10.0,7.9,38,Konami,E (6 años)
PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96.0,38.0,8.9,1013,Capcom,M (17 años)
Wii,2008,Misc,Activision,2.32,0.96,0.0,0.34,3.62,86.0,18.0,7.6,71,Vicarious Visions,T (13 años)
PS3,2009,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91.0,56.0,7.6,203,EA Sports,E (6 años)
PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82.0,36.0,8.7,142,Pandemic Studios,T (13 años)
PS2,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64.0,23.0,7.7,32,Fox Interactive,T (13 años)
GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78.0,34.0,8.5,161,Nintendo,E (6 años)
PS4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.59,85.0,18.0,6.9,1580,EA DICE,M (17 años)
PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84.0,30.0,9.0,268,Pandemic Studios,T (13 años)
DS,2007,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70.0,39.0,8.0,9,Office Create,E (6 años)
PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78.0,49.0,7.8,112,Rockstar Leeds,M (17 años)
PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72.0,49.0,6.8,88,Team Soho,M (17 años)
PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72.0,27.0,7.9,48,EA Redwood Shores,T (13 años)
X360,2010,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88.0,66.0,7.5,155,EA Sports,E (6 años)
X360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89.0,67.0,7.9,1309,Certain Affinity,M (17 años)
XOne,2014,Action,Ubisoft,2.27,0.9,0.0,0.33,3.5,72.0,59.0,4.1,1005,"Ubisoft, Ubisoft Montreal",M (17 años)
X360,2009,Action,Capcom,2.11,0.93,0.12,0.34,3.5,83.0,91.0,7.5,523,Capcom,M (17 años)
X360,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,89.0,81.0,8.3,693,Ubisoft Montreal,M (17 años)
PS3,2013,Shooter,Electronic Arts,1.3,1.42,0.27,0.5,3.49,80.0,14.0,5.8,579,EA DICE,M (17 años)
X360,2009,Action,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,92.0,78.0,8.7,1080,Rocksteady Studios,T (13 años)
X360,2013,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,3.48,79.0,21.0,5.6,542,EA DICE,M (17 años)
X360,2010,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47,88.0,75.0,8.6,869,EA DICE,M (17 años)
DS,2008,Misc,Activision,2.1,1.01,0.01,0.35,3.46,71.0,70.0,8.8,29,Vicarious Visions,E10+ (10 años)
DS,2006,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,83.0,30.0,8.4,28,Agenda,E (6 años)
X360,2009,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,84.0,83.0,8.2,715,Gearbox Software,M (17 años)
PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79.0,23.0,8.3,126,Namco,T (13 años)
PS,1998,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,70.0,15.0,8.0,67,DMA Design,T (13 años)
PS4,2015,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41,93.0,86.0,8.2,3943,"Kojima Productions, Moby Dick Studio",M (17 años)
PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,80.0,50.0,8.9,106,Treyarch,T (13 años)
PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88.0,15.0,6.7,35,EA Canada,E (6 años)
PS3,2011,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,91.0,86.0,8.4,657,Media Molecule,E (6 años)
PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68.0,12.0,8.2,99,Eurocom Entertainment Software,E (6 años)
PS4,2015,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39,76.0,86.0,6.8,1319,Ubisoft Quebec,M (17 años)
X360,2008,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0.0,0.32,3.38,76.0,49.0,7.9,75,Traveller's Tales,E10+ (10 años)
XOne,2014,Shooter,Activision,2.14,0.92,0.0,0.31,3.37,75.0,11.0,5.5,1735,"Bungie Software, Bungie",T (13 años)
PS3,2012,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,90.0,32.0,8.5,1041,Ubisoft Montreal,M (17 años)
PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,77.0,20.0,8.5,66,Eurocom Entertainment Software,T (13 años)
PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,60.0,34.0,7.2,82,Double Helix Games,T (13 años)
DS,2009,Action,Nintendo,1.4,0.91,0.74,0.26,3.31,87.0,75.0,7.8,228,Nintendo,E10+ (10 años)
PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80.0,21.0,8.5,86,Rockstar Toronto,M (17 años)
X360,2013,Action,Ubisoft,1.9,1.11,0.01,0.29,3.3,86.0,35.0,7.9,701,Ubisoft,M (17 años)
PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85.0,31.0,8.7,105,EA Games,T (13 años)
XOne,2015,Shooter,Microsoft Game Studios,2.61,0.33,0.0,0.34,3.28,82.0,74.0,7.5,563,"Splash Damage, The Coalition",M (17 años)
PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,77.0,39.0,8.0,94,"Luxoflux, Inc.",M (17 años)
DS,2008,Puzzle,Nintendo,0.6,1.57,0.82,0.27,3.26,86.0,62.0,9.2,111,Level 5,E10+ (10 años)
XOne,2015,Sports,Electronic Arts,0.89,2.12,0.0,0.24,3.25,84.0,45.0,4.4,459,EA Sports,E (6 años)
Wii,2008,Misc,Nintendo,1.35,1.11,0.46,0.32,3.25,63.0,43.0,4.6,116,Nintendo,E (6 años)
PS4,2015,Sports,Electronic Arts,2.34,0.3,0.0,0.6,3.24,83.0,37.0,5.9,180,EA Sports,E (6 años)
PS3,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23,81.0,81.0,7.7,758,Polyphony Digital,E (6 años)
XOne,2014,Shooter,Microsoft Game Studios,1.91,1.0,0.03,0.29,3.23,85.0,69.0,7.2,1267,343 Industries,M (17 años)
WiiU,2015,Platform,Nintendo,1.18,0.89,0.94,0.2,3.21,88.0,85.0,8.7,691,Nintendo,E (6 años)
PSP,2008,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.18,91.0,79.0,8.6,565,Ready at Dawn,M (17 años)
PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,62.0,30.0,8.1,137,Shiny Entertainment,T (13 años)
PSP,2007,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,83.0,67.0,8.0,463,Square Enix,T (13 años)
X360,2010,Misc,MTV Games,2.15,0.76,0.01,0.26,3.17,82.0,63.0,7.6,85,Harmonix Music Systems,T (13 años)
PS3,2011,Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17,89.0,78.0,7.7,1010,Team Bondi,M (17 años)
PS2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,89.0,22.0,9.1,95,Namco,E (6 años)
GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,87.0,42.0,8.9,137,Nintendo,E (6 años)
PS2,2007,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,83.0,12.0,6.5,36,EA Canada,E (6 años)
PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13,87.0,19.0,9.0,107,Neversoft Entertainment,E (6 años)
Wii,2012,Misc,Nintendo,1.06,1.09,0.76,0.22,3.13,73.0,45.0,6.8,155,Nd Cube,E (6 años)
DS,2005,Platform,Sega,1.21,1.56,0.06,0.29,3.12,82.0,43.0,8.5,101,"Dimps Corporation, Sonic Team",E (6 años)
DS,2008,Misc,Nintendo,0.55,0.5,1.93,0.13,3.11,83.0,48.0,9.0,63,Nintendo,E (6 años)
PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,0.46,3.11,82.0,57.0,7.8,492,Obsidian Entertainment,M (17 años)
DS,2006,Misc,Nintendo,0.9,1.0,1.03,0.17,3.11,81.0,12.0,7.8,10,Indies Zero,E (6 años)
PS3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93.0,45.0,8.0,604,4J Studios,M (17 años)
3DS,2013,Action,Nintendo,1.4,1.01,0.46,0.23,3.1,91.0,81.0,8.9,1057,Nintendo,E (6 años)
PS3,2012,Shooter,Capcom,0.88,0.94,0.88,0.4,3.1,74.0,34.0,5.4,1304,Capcom,M (17 años)
X360,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,96.0,98.0,8.9,3143,BioWare,M (17 años)
PS2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,67.0,28.0,7.9,71,Dimps Corporation,T (13 años)
PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94.0,23.0,7.9,46,EA Sports,E (6 años)
PC,2002,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,75.0,18.0,7.8,22,Maxis,T (13 años)
3DS,2015,Simulation,Nintendo,0.51,1.02,1.4,0.12,3.05,66.0,60.0,6.9,106,Nintendo,E (6 años)
PC,2014,Simulation,Electronic Arts,1.0,1.82,0.0,0.23,3.05,70.0,74.0,3.9,2057,Maxis,T (13 años)
X360,2012,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05,89.0,59.0,8.2,892,Gearbox Software,M (17 años)
DS,2008,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0.0,0.29,3.05,72.0,16.0,8.0,16,TT Fusion,E10+ (10 años)
X360,2008,Action,Activision,1.91,0.84,0.0,0.29,3.04,75.0,42.0,7.4,32,"Luxoflux, Inc.",E10+ (10 años)
X360,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04,93.0,74.0,5.8,3725,BioWare,M (17 años)
PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03,87.0,107.0,7.7,2759,Quantic Dream,M (17 años)
X360,2008,Action,THQ,1.94,0.79,0.02,0.28,3.03,81.0,75.0,8.1,307,Volition Inc.,M (17 años)
XB,2002,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,93.0,46.0,8.5,121,Ubisoft Montreal,T (13 años)
PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.44,3.01,87.0,26.0,6.3,616,EA Canada,E (6 años)
PS3,2009,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47,3.01,91.0,94.0,8.1,1505,Guerrilla,M (17 años)
X360,2012,Shooter,Ubisoft,1.38,1.32,0.02,0.28,3.0,91.0,39.0,8.6,1247,Ubisoft Montreal,M (17 años)
Wii,2010,Platform,Disney Interactive Studios,2.04,0.63,0.12,0.22,3.0,73.0,78.0,7.0,131,Junction Point,E (6 años)
X360,2012,Sports,Take-Two Interactive,2.6,0.2,0.01,0.19,3.0,88.0,41.0,7.2,131,Visual Concepts,E (6 años)
PS2,2007,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,73.0,24.0,9.2,173,"Spike, Namco Bandai Games",T (13 años)
PC,2000,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99,82.0,23.0,6.6,20,Maxis,T (13 años)
PS2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,93.0,24.0,9.1,65,KCET,E (6 años)
PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99,94.0,37.0,8.5,466,Capcom,M (17 años)
PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.96,85.0,73.0,5.9,2748,"LucasArts, BioWare",T (13 años)
PS4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47,2.96,84.0,85.0,8.1,1886,Monolith Productions,M (17 años)
PS2,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96,64.0,29.0,7.8,94,Sonic Team,E (6 años)
PS2,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,85.0,19.0,7.8,78,Io Interactive,M (17 años)
XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95,86.0,68.0,6.4,2658,Respawn Entertainment,M (17 años)
PS3,2010,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,2.95,88.0,59.0,8.5,572,EA DICE,M (17 años)
PS2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,87.0,42.0,9.0,93,Zipper Interactive,M (17 años)
GBA,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,79.0,13.0,7.8,4,Mass Media,E (6 años)
X360,2009,Fighting,Capcom,1.82,0.7,0.15,0.26,2.94,93.0,77.0,7.3,292,Capcom,T (13 años)
PS3,2009,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.37,2.93,85.0,98.0,8.3,1172,Sucker Punch,T (13 años)
DS,2008,Platform,Nintendo,1.55,0.04,1.19,0.15,2.92,76.0,40.0,8.8,76,HAL Labs,E (6 años)
XOne,2013,Shooter,Activision,1.88,0.77,0.0,0.27,2.92,78.0,7.0,4.3,700,Infinity Ward,M (17 años)
X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.91,91.0,74.0,8.7,1692,BioWare,M (17 años)
PS2,2004,Misc,Sega,1.54,1.14,0.0,0.22,2.9,73.0,21.0,8.6,30,Sonic Team,E (6 años)
PS2,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,93.0,28.0,9.0,45,KCET,E (6 años)
X360,2008,Sports,Sega,1.75,0.86,0.0,0.28,2.89,67.0,45.0,6.8,18,Sumo Digital,E10+ (10 años)
PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,85.0,30.0,8.9,16,Clap Hanz,E (6 años)
Wii,2007,Simulation,505 Games,1.41,1.12,0.05,0.3,2.89,61.0,37.0,5.3,23,OfficeCreate,E (6 años)
PS2,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,76.0,49.0,7.7,69,Spark Unlimited,T (13 años)
Wii,2006,Puzzle,Nintendo,0.86,1.04,0.73,0.26,2.89,83.0,61.0,7.4,179,Intelligent Systems,E10+ (10 años)
X360,2012,Sports,Electronic Arts,2.53,0.15,0.0,0.17,2.86,81.0,36.0,5.8,179,EA Tiburon,E (6 años)
XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,87.0,34.0,8.7,111,Bethesda Softworks,T (13 años)
PS4,2013,Action,Ubisoft,1.07,1.31,0.06,0.42,2.85,83.0,29.0,7.8,1530,Ubisoft,M (17 años)
PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0.0,0.34,2.84,84.0,60.0,8.4,494,NetherRealm Studios,M (17 años)
X360,2009,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83,85.0,58.0,6.1,90,EA Tiburon,E (6 años)
X360,2007,Shooter,Take-Two Interactive,1.65,0.85,0.05,0.28,2.83,96.0,88.0,8.9,2249,"Irrational Games, 2K Marin",M (17 años)
GC,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,97.0,70.0,9.3,747,Retro Studios,T (13 años)
PS3,2010,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,90.0,59.0,8.2,791,Ubisoft Montreal,M (17 años)
PS3,2010,Shooter,Electronic Arts,1.28,1.04,0.07,0.42,2.81,75.0,56.0,7.5,286,"EA DICE, Danger Close",M (17 años)
PS4,2014,Action,Sony Computer Entertainment,1.28,0.98,0.07,0.46,2.79,80.0,90.0,7.9,2944,Sucker Punch,T (13 años)
PS2,2001,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79,89.0,22.0,8.6,39,NuFX,E (6 años)
PS2,2003,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78,87.0,47.0,8.2,241,Naughty Dog,T (13 años)
PS3,2010,Racing,Electronic Arts,1.05,1.23,0.03,0.47,2.78,89.0,59.0,7.2,301,Criterion Games,E10+ (10 años)
Wii,2011,Action,Activision,1.35,1.13,0.0,0.3,2.78,81.0,11.0,5.6,31,Toys for Bob,E10+ (10 años)
PC,2011,Shooter,Electronic Arts,0.89,1.43,0.0,0.46,2.78,89.0,61.0,7.5,4926,EA DICE,M (17 años)
PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1.5,0.8,0.0,0.48,2.78,83.0,81.0,7.7,836,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M (17 años)
PS2,2003,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77,83.0,33.0,7.7,46,Edge of Reality,T (13 años)
PS3,2011,Shooter,Sony Computer Entertainment,1.45,0.86,0.09,0.38,2.77,84.0,85.0,7.9,942,Guerrilla,M (17 años)
X360,2008,Action,LucasArts,1.74,0.77,0.0,0.26,2.77,73.0,74.0,6.7,389,LucasArts,T (13 años)
DS,2006,Platform,Nintendo,1.45,0.07,1.1,0.15,2.76,81.0,42.0,7.4,67,Artoon,E (6 años)
X360,2011,Action,THQ,1.25,1.14,0.07,0.3,2.76,84.0,70.0,7.6,490,Volition Inc.,M (17 años)
PS3,2009,Fighting,Namco Bandai Games,1.2,0.97,0.17,0.42,2.75,79.0,63.0,7.4,211,Namco Bandai Games,T (13 años)
Wii,2007,Platform,Sega,1.21,1.19,0.04,0.29,2.73,69.0,44.0,6.6,174,Sonic Team,E (6 años)
GBA,2002,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,95.0,30.0,9.1,314,Capcom,E (6 años)
PS2,2001,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,86.0,23.0,8.2,56,Capcom,M (17 años)
X360,2011,Adventure,Take-Two Interactive,1.52,0.92,0.02,0.24,2.7,89.0,83.0,7.8,893,Team Bondi,M (17 años)
X360,2006,Shooter,Activision,1.49,0.92,0.02,0.27,2.7,82.0,71.0,6.5,233,Treyarch,T (13 años)
X360,2011,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69,78.0,55.0,5.9,94,EA Tiburon,E (6 años)
PS2,2006,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,84.0,32.0,9.0,41,Traveller's Tales,E10+ (10 años)
PS4,2013,Shooter,Sony Computer Entertainment,0.89,1.33,0.08,0.39,2.69,73.0,88.0,6.8,2102,Guerrilla,M (17 años)
X360,2010,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69,84.0,47.0,5.7,120,EA Tiburon,E (6 años)
PS2,2004,Racing,Electronic Arts,1.23,1.11,0.0,0.34,2.68,93.0,52.0,9.1,271,Criterion Games,T (13 años)
DS,2010,Puzzle,Nintendo,1.63,0.51,0.35,0.18,2.67,79.0,51.0,7.7,18,Nintendo,E (6 años)
DS,2009,Puzzle,Nintendo,0.28,1.39,0.68,0.32,2.67,83.0,58.0,8.7,52,Level 5,E10+ (10 años)
PS2,2005,Shooter,Activision,1.48,0.92,0.01,0.26,2.67,77.0,39.0,8.2,69,Treyarch,T (13 años)
PS,1998,Shooter,Electronic Arts,1.44,1.09,0.0,0.14,2.67,92.0,17.0,8.6,80,Dreamworks Interactive,T (13 años)
XB,2004,Role-Playing,Microsoft Game Studios,1.99,0.58,0.0,0.09,2.66,85.0,87.0,8.5,268,Big Blue Box,M (17 años)
X360,2008,Misc,Activision,1.78,0.63,0.0,0.25,2.66,85.0,67.0,6.3,171,Neversoft Entertainment,T (13 años)
XOne,2016,Sports,Electronic Arts,0.43,2.05,0.0,0.17,2.65,84.0,50.0,5.5,201,"EA Sports, EA Vancouver",E (6 años)
PS2,2003,Action,Ubisoft,1.15,1.11,0.0,0.4,2.65,89.0,24.0,7.7,102,Ubisoft Shanghai,T (13 años)
PS3,2009,Racing,Electronic Arts,0.69,1.4,0.04,0.52,2.65,84.0,55.0,6.9,113,Slightly Mad Studios,E (6 años)
PSP,2006,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65,71.0,24.0,7.9,47,Team Fusion,T (13 años)
PS3,2011,Role-Playing,Square Enix,0.78,0.73,0.89,0.23,2.63,79.0,53.0,6.6,707,Square Enix,T (13 años)
PS2,2000,Racing,Take-Two Interactive,2.0,0.47,0.02,0.14,2.63,78.0,18.0,7.8,21,Angel Studios,T (13 años)
X360,2010,Sports,Electronic Arts,1.47,0.93,0.0,0.24,2.63,80.0,65.0,8.0,127,EA Black Box,T (13 años)
PS2,2004,Sports,Sega,2.15,0.12,0.0,0.36,2.62,90.0,37.0,8.2,84,Visual Concepts,E (6 años)
X360,2009,Strategy,Microsoft Game Studios,1.54,0.8,0.04,0.24,2.62,82.0,92.0,7.2,454,Ensemble Studios,T (13 años)
X360,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62,90.0,42.0,7.7,134,Visual Concepts,E (6 años)
X360,2009,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62,90.0,63.0,7.5,133,EA Sports,E (6 años)
X360,2010,Shooter,Electronic Arts,1.56,0.8,0.04,0.21,2.61,74.0,71.0,6.7,288,"Dice, Danger Close",M (17 años)
PS2,2002,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61,71.0,16.0,7.6,49,Electronic Arts,E (6 años)
PS3,2009,Action,Sony Computer Entertainment,1.7,0.44,0.06,0.4,2.6,91.0,50.0,8.7,529,Bluepoint Games,M (17 años)
PS2,2004,Sports,Electronic Arts,2.03,0.21,0.0,0.35,2.59,84.0,21.0,8.1,44,EA Canada,E (6 años)
Wii,2007,Sports,Nintendo,1.05,1.05,0.24,0.24,2.58,79.0,47.0,8.0,124,Next Level Games,E10+ (10 años)
PS3,2008,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.58,87.0,42.0,7.5,108,EA Canada,E (6 años)
DS,2008,Simulation,Nintendo,0.62,0.82,0.96,0.18,2.58,73.0,4.0,7.7,7,syn Sophia,E (6 años)
PS2,2006,Fighting,THQ,1.4,0.88,0.03,0.26,2.58,80.0,27.0,8.6,57,Yuke's,T (13 años)
